CpG_Site,t_stat,p_value
cg20901882,4.583695629613094,8.649531983398408e-05
cg20992114,4.581614126312275,8.698769479135005e-05
cg10327276,-4.562940010552098,9.15315646289942e-05
cg22912818,4.5503347201460045,9.473137770592464e-05
cg25949550,4.5490010634145905,9.507635981683816e-05
cg10187674,4.544582015363445,9.622840043288154e-05
cg07780348,4.54157249002186,9.702091149322849e-05
cg17333783,-4.539796247577568,9.749169755273273e-05
cg13709561,-4.532302817096445,9.950292130280333e-05
cg00075956,-4.515756720561356,0.00010409106684707017
cg22560214,4.507507321907685,0.00010645648957745571
cg17491185,-4.500895210381162,0.00010839092495005354
cg25293251,4.495412499135067,0.00011002138946480158
cg13673779,-4.492595606765367,0.00011086853318904954
cg08538929,4.474985789118195,0.0001163132228326858
cg15963535,4.473162005277772,0.00011689206005238127
cg13525333,-4.46939466366184,0.00011809681844039909
cg26798879,4.465151711906684,0.00011946843522081353
cg16393713,4.463497639136543,0.00012000741982865974
cg06277657,4.462968089231387,0.00012018048476421312
ch.6.197209F,4.4564880475128215,0.00012231842910954104
cg08554860,-4.455642132700199,0.00012260029062635588
cg11956761,4.4526356925998964,0.00012360727230340782
cg19776877,-4.441127619364817,0.0001275382135330316
cg16016506,4.4352071474103925,0.00012960860099191484
cg26490274,-4.435021757368781,0.00012967396740915123
cg20884098,-4.434847133352904,0.000129735567758583
cg07141622,-4.424408583605608,0.00013347108605679848
cg22128849,4.424235713853774,0.00013353383849547815
cg02743985,4.424096020454335,0.00013358456915753462
cg16561756,4.423961549376132,0.00013363342135327874
cg23119809,4.423893655381842,0.00013365809339375097
cg18143535,4.418442467210407,0.00013565381816121248
cg16786102,4.413225068571295,0.00013759162085729906
cg00914033,4.411425859295559,0.00013826621342440446
cg02838784,4.41101586832756,0.00013842039301265437
cg13573928,4.4055051378367,0.00014050935714534247
cg19236431,4.403028489543595,0.00014145833753640146
cg13060114,4.393182904684425,0.00014529413478583567
cg13176012,4.389807161790779,0.0001466329045417331
cg11574457,-4.382446663620247,0.00014959451250355133
cg00520380,4.37537409192267,0.0001524960958804897
cg04626915,-4.370642396064626,0.00015446838255953245
cg17616547,-4.36601081912594,0.00015642341139907124
cg03523785,4.359008276057384,0.00015942589176607438
cg10799846,4.355772969791376,0.0001608323092307659
cg14912644,4.35539620788182,0.00016099688800576338
cg21794225,4.348313100047212,0.0001641221964103618
cg13744481,-4.348243202666025,0.00016415333503154274
cg04258001,-4.346033946533228,0.00016514055877647394
cg12193731,4.341255612144553,0.0001672959536779565
cg14236413,-4.338154274776792,0.00016870977988119441
cg13379827,-4.338086115526793,0.0001687409845803318
cg15199678,4.335905034726223,0.00016974255139065253
cg15937174,4.331218090767442,0.00017191478739620123
cg05142148,-4.329990379971815,0.00017248832362592927
cg26898336,4.32447361226952,0.00017508900316275905
cg14655855,4.322727064201002,0.00017592041221445396
cg10525820,-4.315285129922091,0.00017950702057613796
cg13738144,4.311278595320803,0.00018146782938802027
cg07905748,4.307109594948708,0.00018353065659656092
cg17038049,-4.305008385851392,0.00018457911680639722
cg07924081,4.3017759406325995,0.0001862036250800799
cg22571530,4.300715586807704,0.00018673959571928727
cg07027430,4.299145813145245,0.00018753586391821798
cg07382920,4.28932237610196,0.00019259565875908555
cg02115416,-4.287577718732907,0.00019350830555386582
cg00320159,-4.287548357925577,0.0001935237010212224
cg11401957,-4.28478189957779,0.0001949797547646612
cg25201363,4.284725033346908,0.00019500979823132926
cg04134015,-4.283689511414775,0.00019555768502048195
cg08701937,-4.280791230486164,0.000197099251825834
cg22746808,-4.27559187694867,0.0001998949198279195
cg08336478,4.2672628646294,0.0002044553435033236
cg14517133,4.264326813375318,0.00020608733900389007
cg08122953,-4.259900019789065,0.00020857234238304406
cg16064097,4.256892912670082,0.00021027727324416965
cg12421282,-4.254792761134667,0.00021147615519300276
cg03780927,4.246401073197497,0.00021633441240492135
cg10579012,4.246139022135734,0.00021648788674902825
cg14602471,4.24595316228025,0.00021659680374361046
cg10357657,4.244456018060479,0.00021747613319540471
cg18177826,4.243783074200999,0.00021787252723763138
cg05707655,4.242819722204756,0.00021844122794384754
cg26047313,4.241802565085271,0.00021904328426848533
cg21112485,4.241643655919703,0.00021913749078448906
cg19403610,-4.240814608183889,0.0002196296270776398
cg14421980,-4.237630037997082,0.0002215302183195858
cg24013620,4.237509079898024,0.00022160272716950194
cg07497911,4.23693158986398,0.00022194922949303716
cg20248516,4.236847259968902,0.00022199987342937596
cg09162834,4.235362277229099,0.00022289354667479633
cg10966139,4.230583424181497,0.0002257936949025437
cg14598034,-4.229445088134957,0.0002264899991360481
cg15577287,4.2281487217608005,0.00022728555279114587
cg17177829,4.227069693343975,0.0002279498358050223
cg07175301,4.2256069689060585,0.00022885339783749857
cg00259882,-4.2242602660150625,0.00022968841903772138
cg06479628,-4.220049363736798,0.00023231885407410402
cg18010747,-4.219422496181533,0.00023271297786637353
cg23236025,-4.2164404854876185,0.00023459688979007403
cg02161761,4.215624993207434,0.00023511470270313299
cg19480198,4.215294745027811,0.00023532472137353081
cg14065167,4.214723550171414,0.00023568840571541513
cg14527110,4.210384535232604,0.0002384692801913953
cg17240815,4.210035127824476,0.00023869462035232188
cg14186816,4.209947783619595,0.00023875098331443707
cg27116863,-4.209245755411017,0.00023920447781263535
cg06209217,4.209238238969847,0.000239209337866152
cg16772035,4.207786722453748,0.0002401497039456656
cg00955904,-4.206219907529236,0.00024116886443851406
cg00144550,4.205517323514519,0.00024162725796629
cg11529128,4.203799916996232,0.00024275138766096865
cg21016902,-4.203139260785049,0.0002431851950204265
cg07865294,-4.201901827277192,0.0002439997933785043
cg19973647,-4.201601195963285,0.0002441981045170616
cg15533046,4.199064678459721,0.00024587766553962876
cg05766667,-4.198363337180253,0.00024634407019494595
cg05191175,4.196360293707777,0.0002476809468152583
cg02093112,4.191762499091974,0.00025077677607338066
cg03059991,4.1896395423632065,0.0002522190892247258
cg00567703,4.188888301933898,0.00025273143313213743
cg10057065,4.187658151475755,0.00025357261227801196
cg06723337,4.187582112285988,0.00025362469863700473
cg16880210,-4.185900180547614,0.00025477951593321993
cg23151309,4.184027328572669,0.0002560715289038056
cg12854656,4.177330536240464,0.0002607445413501072
cg12640942,-4.175084161307725,0.00026233083584794047
cg25795290,-4.173873860565034,0.000263189443727042
cg18823499,-4.1710349220951,0.0002652143340694729
cg03491503,-4.1692260096992335,0.0002665125641176639
cg16987524,4.166547268639605,0.0002684465866147154
cg03730703,-4.165363557890617,0.00026930561967109906
cg02724047,4.163379691962697,0.0002707514223193346
cg26687499,-4.160834323317772,0.0002726176605627794
cg02737517,4.159020479651749,0.0002739552923474487
cg25312474,-4.158815596904842,0.00027410679105885035
cg16202734,4.157939362980084,0.00027475564774112577
cg10032668,4.157647608675066,0.0002749720297692663
cg15169914,-4.157445786829045,0.00027512181101592225
cg27112264,4.157378198981215,0.00027517198904926886
cg15453836,4.156307788092164,0.0002759678800370534
cg05644735,-4.154439659520339,0.0002773623490698348
cg26128464,-4.153649350088638,0.0002779543680333879
cg04368067,-4.152624844704455,0.00027872367866192357
cg24676755,-4.152620261219615,0.00027872712515931617
cg09088437,-4.152148974737526,0.00027908172799670587
cg06087619,4.151304980564942,0.000279717874158346
cg17012181,4.148149741844141,0.00028210877773470145
cg25320496,-4.147806965241781,0.000282369730024898
cg20421940,-4.146312399461615,0.00028351031297304565
cg20187011,4.1459661002999795,0.0002837752402199157
cg15890849,-4.143700078601863,0.00028551483911325474
cg00906435,-4.142047111045236,0.00028679043477336085
cg21597754,-4.141797346832243,0.0002869836661596273
cg15823502,4.137064375445283,0.0002906697232855665
cg00292001,4.135725529198437,0.00029172086846581687
cg20390242,4.135556952400616,0.00029185348570972755
cg07448812,-4.135475912299396,0.00029191726009792214
cg21480264,4.135033313175059,0.0002922658054137182
cg04371726,4.133768870453807,0.000293263812565309
cg23145915,-4.13210327855588,0.0002945835723079158
cg02768671,-4.131642204691949,0.0002949499459214626
cg10739528,-4.13081027404277,0.0002956121430344548
cg15179976,-4.129686174921825,0.00029650922875915575
cg14542968,4.1284567484395875,0.00029749344472582677
cg10143146,4.12717602760642,0.0002985221503308617
cg08697665,4.119048078210244,0.00030513296658206613
cg23014961,-4.119029012278884,0.00030514864217598425
cg05878104,4.117576066923489,0.0003063455608084943
cg06187750,-4.116769261396212,0.00030701219480031705
cg10383568,4.114921453428549,0.0003085443643964019
cg05738240,4.1142663425293575,0.00030908937873066333
cg01168822,-4.112681633447592,0.0003104116925887296
cg22594985,4.110839638819411,0.00031195570003546643
cg13906669,4.109136368936245,0.0003133901602485785
cg15313895,-4.107564315708492,0.00031471988107261226
cg03249890,4.107141525172519,0.000315078446274148
cg12572987,-4.107121034539777,0.00031509583443916673
cg23172080,-4.106900616587538,0.00031528293893377845
cg07621169,4.105998741310039,0.00031604964825960083
cg02818451,4.104717512872517,0.00031714201698246873
cg05198963,-4.100710576950432,0.00032058238247341197
cg08214927,4.098894182474186,0.00032215403428011364
cg21792737,-4.098680354005355,0.00032233955012838565
cg24628676,4.095770395971384,0.0003248746958117343
cg00437395,-4.0950294812938095,0.0003255233100971728
cg02938414,4.093416814890682,0.00032693949112150284
cg11843516,-4.090545400640367,0.0003294760990857007
cg03617420,4.089887217360431,0.0003300602646661513
cg05934660,4.087443071026398,0.00033223849282438324
cg06469229,4.08650068693778,0.00033308212528911915
cg13551227,4.083965819661074,0.00033536185353267065
cg01080902,4.08119180959753,0.0003378742716102029
cg25074426,4.07902760171469,0.0003398472600192407
cg06885189,4.077668922535109,0.00034109168683583047
cg19811365,-4.076640904681065,0.0003420362397467041
cg07118953,-4.074528435999477,0.00034398529070853477
cg25143771,4.073573768415051,0.0003448696915324345
cg08918985,-4.073547015605521,0.00034489450747699646
cg04812017,-4.071291340793649,0.000346993212664351
cg23652484,4.070910975044549,0.0003473483463982197
cg10096008,-4.070304651465866,0.00034791518902089856
cg24750156,4.0693680410965785,0.00034879260278130843
cg10565256,-4.067321376738467,0.0003507175026387082
cg04619859,-4.063390249620991,0.0003544441407601541
cg02172312,4.06308825525081,0.00035473203351005955
cg04599026,4.062126979514439,0.0003556499563228566
cg15604233,-4.060681412319963,0.0003570347342070317
cg00034755,4.060452336602977,0.00035725466356063617
cg20155988,-4.059967922453949,0.0003577201757672334
cg12445268,-4.059799381649427,0.0003578822800829906
cg13130526,-4.059400870385465,0.00035826586015778677
cg10533397,-4.059076174241729,0.0003585786900246782
cg05933510,4.057394775767949,0.00036020294786990345
cg00929871,-4.056928586809801,0.00036065457510848315
cg05194726,4.056357564130699,0.0003612085212399527
cg01241450,-4.054319416458874,0.0003631925571636124
cg05651903,4.053902632324695,0.0003635995952656898
cg03088525,4.053143805691165,0.00036434183109652186
cg23886776,4.052753773166482,0.0003647239162318673
cg03154536,-4.052457322036083,0.0003650145906383042
cg09354556,4.049089307531458,0.0003683330312907275
cg11835098,4.046437320812621,0.00037096686604221263
cg02203760,-4.046242710022591,0.0003711608732880019
cg01244775,-4.0453979670092055,0.00037200415476343676
cg10954469,4.044935803439166,0.0003724663165598054
cg03727202,4.043093687803224,0.00037431404730481804
cg11942059,-4.04172419527682,0.0003756935582517841
cg00112341,-4.040627200033697,0.0003768021868973156
cg10769313,4.040283596087865,0.00037715009642337046
cg19592176,-4.03683871805224,0.0003806556614510234
cg17499941,4.035843958248717,0.00038167389881413013
cg22459146,4.034536232602652,0.000383016567347261
cg22523852,4.032798481718638,0.00038480794578093537
cg06768010,4.03193390151125,0.0003857022760080674
cg04826831,4.031842597552157,0.0003857968410330672
cg08696640,4.029802589351937,0.0003879156707473207
cg01295673,4.029246665930326,0.000388495056438621
cg06607151,4.029079044891493,0.000388669918791358
cg23040782,4.028724659510228,0.00038903986878191944
cg05343453,-4.02839840472396,0.0003893807589815044
cg14123543,4.026998766551379,0.0003908465212430932
cg06828043,-4.026008967063612,0.00039188635822010845
cg09871685,4.025633986336323,0.0003922810059048302
cg02529502,-4.0246441949761005,0.0003933245889559705
cg10604040,-4.0234202648573385,0.0003946188129622899
cg00561634,4.023000454682257,0.00039506369833928757
cg22331096,-4.022816907928557,0.0003952583633090585
cg08460026,-4.02263897909286,0.00039544716013599734
cg25796145,-4.022042853889306,0.00039608034376890835
cg20134295,-4.0207542973123855,0.00039745241412263453
cg02659030,4.020357283741804,0.0003978761003773233
cg06609369,4.020342264126472,0.00039789213777946715
cg22271905,4.0198450487678015,0.0003984234054873156
cg00042156,-4.019351009020205,0.00039895197122389843
cg10920316,4.018215918315663,0.00040016900228666025
cg15648389,4.017833823302871,0.00040057950115229417
cg26859841,4.016953017146262,0.0004015273626022519
cg02202411,-4.016732165207032,0.00040176537361515113
cg15420387,-4.0165008475395805,0.000402014812290111
cg05166871,4.015293080235693,0.0004033196700695241
cg00567749,4.014357743628997,0.000404333058467438
cg01442104,4.012333584679622,0.000406534711456629
cg03361789,-4.010311998073463,0.0004087453342644654
cg02886522,4.0080852778273774,0.00041119395666888394
cg02751631,-4.008018778588075,0.0004112673042539205
cg00076325,4.0074758833277,0.0004118665904585235
cg24343310,4.00736595447437,0.00041198804221893084
cg19647607,-4.005673136023841,0.00041386275773576755
cg17339234,4.004379687758281,0.0004153008413992019
cg01871875,-4.003173687514406,0.0004166461247554985
cg07886914,-4.002917688319294,0.00041693224063475546
cg06703332,4.002916564845039,0.0004169334967043589
cg04548856,4.001780980172559,0.0004182050106251528
cg12159189,4.000545678326104,0.00041959250797440125
cg01624229,-3.9988836844893223,0.00042146641190733653
cg27338898,-3.9985051234863107,0.0004218943900386233
cg06423252,3.9967497944222847,0.00042388444954211097
cg22431967,-3.9956026350601554,0.00042518999596254976
cg21850239,-3.995473547106435,0.0004253371541872903
cg14268780,-3.9950771276919337,0.000425789379121265
cg14439476,3.9936235168336807,0.0004274516688223557
cg02124383,3.9906641244837475,0.00043085564961058495
cg04884090,3.989871401412207,0.000431771979326597
cg27328179,-3.9890893115186237,0.0004326778951931544
cg06707978,3.9888332913635494,0.0004329748560029878
cg15039853,-3.988585174133,0.0004332628412858519
cg24442609,3.985360299227034,0.00043702306827892096
cg08575688,-3.985354428117291,0.0004370299432028043
cg06131211,-3.9841827934400302,0.0004384040278474573
cg01719210,3.9838803423491242,0.0004387594293392736
cg27111756,3.9832938964797373,0.00043944935192444744
cg18329187,3.9827219810440933,0.000440123207183879
cg06501721,-3.9823067288243448,0.00044061311143810296
cg08244518,3.9822920230596752,0.0004406304707570631
cg03461110,3.981274182884112,0.00044183360799066165
cg05810886,-3.97962700400244,0.00044378749854182974
cg04944283,-3.9795166368891657,0.0004439187196175242
cg17280106,3.9793544577026267,0.00044411161189300693
cg13426544,-3.978885209989171,0.0004446701886623231
cg11786428,3.978852933512248,0.00044470863486919973
cg16477187,3.9786608319518932,0.00044493752471967137
cg13451127,3.9782402309538027,0.0004454390769904888
cg15291243,3.976961209044838,0.0004469676830899946
cg05250241,3.976438710883776,0.00044759362194510884
cg02039234,-3.975783393189852,0.00044837989290419307
cg16206813,3.97523155948938,0.0004490430531134474
cg17155596,3.9751970254996163,0.0004490845859957796
cg26461695,3.9750348714586123,0.00044927965375786736
cg14959729,3.9738513853689925,0.0004507058853747737
cg14174946,3.973815036892516,0.0004507497596571091
cg08321048,-3.972835454059305,0.0004519337431111235
cg19191560,3.9717455580298706,0.0004532546495943272
cg27324527,3.971047347805757,0.0004541028427811165
cg07229500,-3.9708929520974787,0.0004542906147970634
cg10139742,3.9708787819855456,0.0004543078519378608
cg10879854,-3.9703840612570405,0.0004549100548137066
cg26162108,3.9686110758074276,0.00045707468527735864
cg09375034,-3.968591584013382,0.0004570985388800365
cg27315341,-3.9677130586758036,0.000458174928552234
cg14217793,-3.9672151851190542,0.00045878604001297
cg03391019,-3.967096565213032,0.0004589317572892383
cg00360757,3.9663633739633535,0.00045983344745355163
cg02997316,3.9661635600355,0.0004600794834436738
cg05351087,-3.96535367279008,0.0004610780434947923
cg16330893,3.965216738119309,0.00046124708903247987
cg17506460,3.9641766227972406,0.0004625330983394423
cg07494356,3.9624774971918897,0.0004646414961694386
cg14654075,3.9611967581334984,0.00046623696767431186
cg23507025,-3.960228942951094,0.0004674461854595973
cg06009620,-3.9593546189078586,0.00046854124104618524
cg27032184,3.958003999939447,0.0004702377917195009
cg24294544,-3.957278342368113,0.00047115180125119674
cg26254637,-3.956016075464047,0.00047274586235543283
cg10182244,3.9557751890313035,0.00047305066857402945
cg01146063,3.9555402195700484,0.00047334817371919735
cg09307530,3.955332407267338,0.0004736114471363571
cg06164804,-3.9547449321534454,0.0004743564863476768
cg15315056,3.953418489339282,0.0004760429250594876
cg01657380,-3.9531674909709817,0.000476362706206176
cg08204162,-3.9523777841261514,0.0004773701985519557
cg22585595,3.9521768661693164,0.0004776268594836008
cg21158502,3.951659477097689,0.00047828841779721626
cg08166767,-3.949998514897604,0.00048041829102005255
cg23827572,3.949926717173797,0.00048051056789403086
cg19890774,-3.9488446259782854,0.0004819034182325042
cg07749597,3.948354397032816,0.00048253573738326244
cg19963025,3.9477926711248754,0.0004832612782721746
cg09567837,-3.9465913079578088,0.00048481659025260575
cg04349084,3.9457034132928404,0.00048596923681300936
cg00312809,-3.9449474836942735,0.0004869526895914444
cg08203886,3.9436209332141035,0.0004886832375829534
cg12319143,-3.942432258431263,0.0004902390495016649
cg05093169,3.9419138092053165,0.000490919150622136
cg14881601,3.941837820641901,0.0004910189101487653
cg24297727,3.940834146978843,0.0004923384251859471
cg24275315,3.940691895410195,0.0004925257227205597
cg13739279,-3.9400548638426143,0.0004933653378526259
cg14724613,3.9396664924142986,0.0004938779053870942
cg01980793,3.9389654202519213,0.0004948044954127869
cg01723876,3.9388492235399557,0.0004949582345872231
cg13019143,3.9361539634032847,0.0004985375071700933
cg11961231,-3.9346343716851186,0.0005005666962513684
cg19816080,-3.932972841001407,0.0005027947042650242
cg26189067,3.9329605152986002,0.0005028112685801857
cg01349903,3.932823949831637,0.0005029948325845666
cg14040055,3.9317415696026323,0.0005044520391540554
cg18744777,3.9315710193558626,0.0005046820282866468
cg04840494,3.931269481409306,0.0005050889078697386
cg14441538,3.92997796109992,0.0005068352643705555
cg11120194,-3.929416668662536,0.0005075960742693711
cg25198654,3.928507485205171,0.0005088308161019978
cg18538812,-3.9279461797034263,0.0005095945840828111
cg05583681,3.9248703597481724,0.0005137998710243738
cg02718966,3.924800959136524,0.0005138951480009079
cg09860529,-3.9232749591032894,0.0005159945129209452
cg24025995,-3.922821374486064,0.0005166201443845958
cg18405330,3.9216627428751396,0.0005182216323183641
cg23889967,3.92086072876408,0.0005193330477413502
cg00867391,3.9208449152391784,0.0005193549853146188
cg08110455,-3.920049106287342,0.0005204601597065933
cg20697066,-3.9198853274904955,0.0005206878926332207
cg04065065,-3.9193928245764544,0.0005213733028107697
cg12638731,3.919169742772629,0.0005216840542738058
cg19503977,3.918285075885604,0.0005229181800071337
cg14776894,-3.91738842118166,0.0005241719524367409
cg21244177,3.9154557290638463,0.0005268844334594341
cg27601169,3.9148898832301233,0.0005276811861371656
cg27392559,3.913867480902387,0.0005291238031418893
cg01442953,3.9133821906305357,0.0005298099049122749
cg15355859,3.91262621868822,0.0005308804350029646
cg14473743,-3.9106489152387476,0.0005336905357462167
cg04222582,3.9097568804001868,0.0005349630486713413
cg14603031,3.909215089242918,0.0005357373817112676
cg13266435,3.908875570969931,0.0005362231848001882
cg14820573,-3.9082035979495697,0.000537185958639775
cg00372774,-3.904877986687488,0.0005419757722722525
cg13463459,3.9033915940978474,0.0005441301195457171
cg26539524,3.9024288826246822,0.0005455299342349513
cg24882525,-3.902287894824545,0.000545735231545929
cg18724928,3.898197922230732,0.0005517238843113773
cg13711394,3.898133642642251,0.0005518185169232705
cg18810664,3.8959638568224815,0.0005550222381671367
cg09363443,3.8952415707286465,0.000556092746168265
cg25672287,-3.894936701354538,0.0005565452038973602
cg23748035,-3.8940682418785735,0.0005578360678496011
cg08638512,-3.894019369576918,0.0005579087980485729
cg01701655,-3.893134892162183,0.0005592266574047642
cg15516314,-3.893001155347754,0.0005594261889790436
cg02483593,3.8912510072303794,0.0005620438051785334
cg15198729,3.891011937043469,0.0005624023026682425
cg18202205,-3.8903221692048437,0.0005634379007763329
cg07045330,3.8893534448292306,0.0005648954745006629
cg00001791,-3.8878067287225915,0.0005672303816464362
cg17463145,3.88768850076236,0.0005674092462358467
cg21657059,3.8876366291474014,0.0005674877391639363
cg24926361,3.8869062868124638,0.0005685940354723516
cg27322103,3.8860412953527295,0.0005699070292464863
cg09971102,-3.886040814282539,0.0005699077603024048
cg08935125,3.8859997413236287,0.0005699701800107402
cg02852959,3.885908642166719,0.0005701086498363823
cg02233197,-3.8857144551034017,0.0005704039223756359
cg00671600,-3.8824684897965103,0.0005753618585925674
cg21531604,3.8823143641502087,0.0005755983202606698
cg21839338,3.8815543499257075,0.0005767657385349882
cg20266154,3.880739118022104,0.0005780205544098309
cg19148305,-3.880539160683298,0.0005783287399591787
cg10472320,-3.879750266926868,0.0005795461999626043
cg10005224,3.8779625104881115,0.0005823144609828786
cg02319972,-3.8778291572358485,0.0005825214713099027
cg08479073,3.8774245357011226,0.000583150025402091
cg25684640,3.8769892420377285,0.0005838269691326718
cg08884571,3.8760461553260726,0.0005852962471342012
cg09306188,3.8749917970071706,0.0005869431720789725
cg12802900,3.874168202034913,0.0005882328003454779
cg17759921,3.873912703010746,0.0005886334383509575
cg22172143,3.8737793817248387,0.0005888426004249411
cg23111830,3.873421867809271,0.0005894038484462348
cg05372444,3.8733012802593434,0.0005895932726697066
cg27656362,3.872319400491365,0.0005911378753496897
cg23546474,3.8711371753510835,0.0005930029065772868
cg13241077,3.8707686732547217,0.0005935854189779485
cg21506439,-3.8705658576912354,0.0005939062604282042
cg21765730,-3.8703747593558693,0.0005942087214939347
cg25632105,3.8694176248222854,0.0005957259003805807
cg00001583,3.8690495979593806,0.0005963102794461954
cg00779166,3.868948600880827,0.0005964707479754984
cg14631706,3.8687391886699145,0.0005968036060313666
cg15638709,3.8674589724020016,0.0005988424557174333
cg13895834,-3.867312917121001,0.0005990754941631606
cg22748799,3.8671392614818063,0.0005993526860144728
cg02768101,3.8671328679696853,0.0005993628938375286
cg22541830,3.8669778005310764,0.0005996105252835303
cg23029183,3.866807125018493,0.0005998831976130088
cg14718848,3.8667670883806093,0.0005999471780063739
cg19019849,3.8666480941882218,0.000600137375692874
cg25806701,3.8663068538580916,0.0006006831344842031
cg07635249,-3.866287589464987,0.0006007139592704855
cg09067610,-3.864723557315974,0.0006032217323991438
cg03514660,3.8645318246500198,0.0006035298621466726
cg02416333,-3.863945264813546,0.0006044734688575271
cg25092764,-3.8629305396516176,0.0006061092861460728
cg27550060,3.8622822676455373,0.0006071566222139908
cg06540146,3.8611010608193648,0.0006090695194451595
cg13049182,3.8610810573925276,0.0006091019646575789
cg20723302,-3.8601563058734616,0.0006106037460593577
cg21063722,3.859845197984361,0.0006111097954109131
cg13177873,3.8597030241045167,0.0006113411928177003
cg14210872,3.8592018958523955,0.0006121574971092115
cg01712452,-3.859070945378131,0.0006123709825997132
cg01352108,3.857897390073443,0.000614287461716895
cg23047792,-3.8576723748238475,0.0006146555946361776
cg15812139,-3.8560729633754898,0.000617278524799183
cg20422242,3.854829937831374,0.0006193245761574467
cg09229893,3.8547515387719247,0.0006194538455156289
cg23606286,-3.854719394091604,0.0006195068553515508
cg11726074,-3.8545152965807343,0.0006198435365491277
cg24178740,3.8544831980380745,0.000619896502922686
cg18386632,-3.8534641490551014,0.0006215803607855092
cg23498771,3.8516316569653077,0.0006246196190763369
cg26955234,3.8512917551429893,0.0006251849577976202
cg20694572,-3.8504608654307075,0.0006265690391250378
cg11680908,-3.850004970660115,0.000627329735492184
cg15533434,-3.8494845737941588,0.000628199164549343
cg07564962,3.8488893110980413,0.0006291951196790141
cg13540256,3.8487235375454616,0.000629472756553675
cg19025435,3.8476637149651456,0.0006312505815345914
cg23752752,3.8469147189121236,0.0006325099685120273
cg17411020,-3.8461965015951445,0.0006337199145794301
cg25881850,3.846089598831571,0.0006339002022501874
cg21291385,3.8456499855440995,0.000634642122535646
cg18327385,-3.8452312181813793,0.0006353496528849163
cg10230900,-3.8451464891941,0.0006354929010922775
cg09973676,-3.8451201723326767,0.0006355374004885317
cg25217842,-3.8445929178292935,0.0006364295828677427
cg05725804,3.8443866111232343,0.0006367790141632015
cg00008647,3.8436660289229136,0.0006380009729769518
cg19325985,3.842592043861148,0.0006398264940379996
cg01582980,3.842507483068222,0.00063997044450086
cg25122252,-3.842313731354137,0.0006403003936790016
cg06409153,3.8421967926274134,0.0006404996149234355
cg08908306,-3.84198319893798,0.0006408636579586021
cg17831002,3.840971414119603,0.0006425908709267206
cg22533317,3.8408608652927616,0.0006427798643638287
cg05408649,3.8399892919031493,0.0006442718074646972
cg16414691,-3.8398068729475465,0.0006445844977842135
cg03438101,3.838654673985968,0.0006465629569081393
cg06861426,3.838311553390807,0.0006471532831382289
cg12650655,3.8382762430314368,0.0006472140632467827
cg25549230,3.8372408081306806,0.0006489988564064296
cg15232798,3.8369243436588074,0.0006495453116013103
